candidate_id	file	accepted_K20	candidate_truth	exact_edge_count	approximate_edge_count	edge_sets_identical	exact_only_edges	approximate_only_edges	exact_instance_ids	approximate_instance_ids
2023-05-30_0099:semantic:T030:A016:C00036	2023-05-30_0099	0	weed	1	1	1	0	0	2023-05-30_0099:instance:9	2023-05-30_0099:instance:9
2023-05-30_0099:semantic:T030:A016:C00037	2023-05-30_0099	0	weed	1	1	1	0	0	2023-05-30_0099:instance:50	2023-05-30_0099:instance:50
2023-05-30_0099:semantic:T030:A016:C00038	2023-05-30_0099	0	weed	1	1	1	0	0	2023-05-30_0099:instance:42	2023-05-30_0099:instance:42
2023-05-30_0099:semantic:T030:A016:C00039	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:3	2023-05-30_0099:instance:3
2023-05-30_0099:semantic:T030:A016:C00040	2023-05-30_0099	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0099:semantic:T030:A016:C00041	2023-05-30_0099	0	weed	0	0	1	0	0		
2023-05-30_0099:semantic:T030:A016:C00045	2023-05-30_0099	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0099:semantic:T030:A016:C00046	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:31	2023-05-30_0099:instance:31
2023-05-30_0099:semantic:T030:A016:C00047	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:8	2023-05-30_0099:instance:8
2023-05-30_0099:semantic:T030:A016:C00048	2023-05-30_0099	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0099:semantic:T030:A016:C00050	2023-05-30_0099	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0099:semantic:T030:A016:C00051	2023-05-30_0099	0	weed	0	0	1	0	0		
2023-05-30_0099:semantic:T030:A016:C00053	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:6	2023-05-30_0099:instance:6
2023-05-30_0099:semantic:T030:A016:C00055	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:11	2023-05-30_0099:instance:11
2023-05-30_0099:semantic:T030:A016:C00056	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:4	2023-05-30_0099:instance:4
2023-05-30_0099:semantic:T030:A016:C00057	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:10	2023-05-30_0099:instance:10
2023-05-30_0099:semantic:T030:A016:C00059	2023-05-30_0099	0	weed	1	1	1	0	0	2023-05-30_0099:instance:12	2023-05-30_0099:instance:12
2023-05-30_0099:semantic:T030:A016:C00060	2023-05-30_0099	1	ambiguous_or_background	0	1	0	0	1		2023-05-30_0099:instance:18
2023-05-30_0099:semantic:T030:A016:C00061	2023-05-30_0099	0	weed	1	1	1	0	0	2023-05-30_0099:instance:17	2023-05-30_0099:instance:17
2023-05-30_0099:semantic:T030:A016:C00062	2023-05-30_0099	0	weed	1	1	1	0	0	2023-05-30_0099:instance:48	2023-05-30_0099:instance:48
2023-05-30_0099:semantic:T030:A016:C00063	2023-05-30_0099	1	weed	1	1	1	0	0	2023-05-30_0099:instance:5	2023-05-30_0099:instance:5
2023-05-30_0099:semantic:T030:A016:C00065	2023-05-30_0099	0	weed	1	1	1	0	0	2023-05-30_0099:instance:14	2023-05-30_0099:instance:14
2023-05-30_0114:semantic:T030:A016:C00001	2023-05-30_0114	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00002	2023-05-30_0114	0	crop	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00003	2023-05-30_0114	0	crop	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00004	2023-05-30_0114	1	ambiguous_or_background	0	1	0	0	1		2023-05-30_0114:instance:20
2023-05-30_0114:semantic:T030:A016:C00005	2023-05-30_0114	1	ambiguous_or_background	0	1	0	0	1		2023-05-30_0114:instance:18
2023-05-30_0114:semantic:T030:A016:C00007	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:19	2023-05-30_0114:instance:19
2023-05-30_0114:semantic:T030:A016:C00008	2023-05-30_0114	1	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00009	2023-05-30_0114	0	weed	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00010	2023-05-30_0114	1	ambiguous_or_background	0	1	0	0	1		2023-05-30_0114:instance:25
2023-05-30_0114:semantic:T030:A016:C00011	2023-05-30_0114	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00013	2023-05-30_0114	0	weed	1	1	1	0	0	2023-05-30_0114:instance:38	2023-05-30_0114:instance:38
2023-05-30_0114:semantic:T030:A016:C00014	2023-05-30_0114	1	weed	2	2	1	0	0	2023-05-30_0114:instance:26;2023-05-30_0114:instance:27	2023-05-30_0114:instance:26;2023-05-30_0114:instance:27
2023-05-30_0114:semantic:T030:A016:C00016	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:24	2023-05-30_0114:instance:24
2023-05-30_0114:semantic:T030:A016:C00017	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:15	2023-05-30_0114:instance:15
2023-05-30_0114:semantic:T030:A016:C00018	2023-05-30_0114	0	ambiguous_or_background	0	1	0	0	1		2023-05-30_0114:instance:40
2023-05-30_0114:semantic:T030:A016:C00019	2023-05-30_0114	1	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00020	2023-05-30_0114	1	ambiguous_or_background	0	1	0	0	1		2023-05-30_0114:instance:22
2023-05-30_0114:semantic:T030:A016:C00021	2023-05-30_0114	1	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00022	2023-05-30_0114	0	weed	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00023	2023-05-30_0114	0	weed	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00024	2023-05-30_0114	1	ambiguous_or_background	0	1	0	0	1		2023-05-30_0114:instance:28
2023-05-30_0114:semantic:T030:A016:C00025	2023-05-30_0114	1	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00027	2023-05-30_0114	0	weed	1	1	1	0	0	2023-05-30_0114:instance:12	2023-05-30_0114:instance:12
2023-05-30_0114:semantic:T030:A016:C00028	2023-05-30_0114	0	ambiguous_or_background	0	1	0	0	1		2023-05-30_0114:instance:11
2023-05-30_0114:semantic:T030:A016:C00029	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:1	2023-05-30_0114:instance:1
2023-05-30_0114:semantic:T030:A016:C00030	2023-05-30_0114	0	crop	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00031	2023-05-30_0114	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00032	2023-05-30_0114	0	crop	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00033	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:14	2023-05-30_0114:instance:14
2023-05-30_0114:semantic:T030:A016:C00034	2023-05-30_0114	0	crop	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00035	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:13	2023-05-30_0114:instance:13
2023-05-30_0114:semantic:T030:A016:C00036	2023-05-30_0114	0	weed	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00037	2023-05-30_0114	0	weed	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00038	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:2	2023-05-30_0114:instance:2
2023-05-30_0114:semantic:T030:A016:C00041	2023-05-30_0114	1	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0114:semantic:T030:A016:C00042	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:7	2023-05-30_0114:instance:7
2023-05-30_0114:semantic:T030:A016:C00043	2023-05-30_0114	0	weed	1	1	1	0	0	2023-05-30_0114:instance:8	2023-05-30_0114:instance:8
2023-05-30_0114:semantic:T030:A016:C00044	2023-05-30_0114	1	weed	1	1	1	0	0	2023-05-30_0114:instance:33	2023-05-30_0114:instance:33
2023-05-30_0114:semantic:T030:A016:C00045	2023-05-30_0114	0	weed	1	1	1	0	0	2023-05-30_0114:instance:6	2023-05-30_0114:instance:6
2023-05-30_0114:semantic:T030:A016:C00046	2023-05-30_0114	0	weed	1	1	1	0	0	2023-05-30_0114:instance:5	2023-05-30_0114:instance:5
2023-05-30_0649:semantic:T030:A016:C00001	2023-05-30_0649	0	ambiguous_or_background	0	1	0	0	1		2023-05-30_0649:instance:98
2023-05-30_0649:semantic:T030:A016:C00003	2023-05-30_0649	0	crop	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00004	2023-05-30_0649	0	weed	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00005	2023-05-30_0649	0	crop	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00007	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:61	2023-05-30_0649:instance:61
2023-05-30_0649:semantic:T030:A016:C00008	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:60	2023-05-30_0649:instance:60
2023-05-30_0649:semantic:T030:A016:C00009	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:59	2023-05-30_0649:instance:59
2023-05-30_0649:semantic:T030:A016:C00010	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:62	2023-05-30_0649:instance:62
2023-05-30_0649:semantic:T030:A016:C00011	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:51	2023-05-30_0649:instance:51
2023-05-30_0649:semantic:T030:A016:C00012	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:67	2023-05-30_0649:instance:67
2023-05-30_0649:semantic:T030:A016:C00013	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:68	2023-05-30_0649:instance:68
2023-05-30_0649:semantic:T030:A016:C00014	2023-05-30_0649	1	weed	2	2	1	0	0	2023-05-30_0649:instance:65;2023-05-30_0649:instance:66	2023-05-30_0649:instance:65;2023-05-30_0649:instance:66
2023-05-30_0649:semantic:T030:A016:C00015	2023-05-30_0649	1	weed	2	2	1	0	0	2023-05-30_0649:instance:54;2023-05-30_0649:instance:55	2023-05-30_0649:instance:54;2023-05-30_0649:instance:55
2023-05-30_0649:semantic:T030:A016:C00016	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:52	2023-05-30_0649:instance:52
2023-05-30_0649:semantic:T030:A016:C00017	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:53	2023-05-30_0649:instance:53
2023-05-30_0649:semantic:T030:A016:C00018	2023-05-30_0649	1	weed	2	2	1	0	0	2023-05-30_0649:instance:71;2023-05-30_0649:instance:72	2023-05-30_0649:instance:71;2023-05-30_0649:instance:72
2023-05-30_0649:semantic:T030:A016:C00019	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00020	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:75	2023-05-30_0649:instance:75
2023-05-30_0649:semantic:T030:A016:C00021	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:74	2023-05-30_0649:instance:74
2023-05-30_0649:semantic:T030:A016:C00022	2023-05-30_0649	0	ambiguous_or_background	0	1	0	0	1		2023-05-30_0649:instance:97
2023-05-30_0649:semantic:T030:A016:C00023	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:57	2023-05-30_0649:instance:57
2023-05-30_0649:semantic:T030:A016:C00024	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:70	2023-05-30_0649:instance:70
2023-05-30_0649:semantic:T030:A016:C00025	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:56	2023-05-30_0649:instance:56
2023-05-30_0649:semantic:T030:A016:C00026	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:58	2023-05-30_0649:instance:58
2023-05-30_0649:semantic:T030:A016:C00027	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00028	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:73	2023-05-30_0649:instance:73
2023-05-30_0649:semantic:T030:A016:C00029	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:76	2023-05-30_0649:instance:76
2023-05-30_0649:semantic:T030:A016:C00030	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:46	2023-05-30_0649:instance:46
2023-05-30_0649:semantic:T030:A016:C00031	2023-05-30_0649	0	crop	0	2	0	0	2		2023-05-30_0649:instance:45;2023-05-30_0649:instance:49
2023-05-30_0649:semantic:T030:A016:C00032	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:45	2023-05-30_0649:instance:45
2023-05-30_0649:semantic:T030:A016:C00033	2023-05-30_0649	0	crop	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00034	2023-05-30_0649	0	crop	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00035	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00036	2023-05-30_0649	0	crop	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00037	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00038	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:77	2023-05-30_0649:instance:77
2023-05-30_0649:semantic:T030:A016:C00039	2023-05-30_0649	0	weed	2	2	1	0	0	2023-05-30_0649:instance:79;2023-05-30_0649:instance:80	2023-05-30_0649:instance:79;2023-05-30_0649:instance:80
2023-05-30_0649:semantic:T030:A016:C00040	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:81	2023-05-30_0649:instance:81
2023-05-30_0649:semantic:T030:A016:C00041	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00042	2023-05-30_0649	0	weed	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00043	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:43	2023-05-30_0649:instance:43
2023-05-30_0649:semantic:T030:A016:C00044	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00045	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:1	2023-05-30_0649:instance:1
2023-05-30_0649:semantic:T030:A016:C00046	2023-05-30_0649	0	ambiguous_or_background	0	1	0	0	1		2023-05-30_0649:instance:27
2023-05-30_0649:semantic:T030:A016:C00047	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:2	2023-05-30_0649:instance:2
2023-05-30_0649:semantic:T030:A016:C00048	2023-05-30_0649	1	weed	3	3	1	0	0	2023-05-30_0649:instance:38;2023-05-30_0649:instance:39;2023-05-30_0649:instance:40	2023-05-30_0649:instance:38;2023-05-30_0649:instance:39;2023-05-30_0649:instance:40
2023-05-30_0649:semantic:T030:A016:C00049	2023-05-30_0649	1	weed	2	2	1	0	0	2023-05-30_0649:instance:30;2023-05-30_0649:instance:31	2023-05-30_0649:instance:30;2023-05-30_0649:instance:31
2023-05-30_0649:semantic:T030:A016:C00050	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:28	2023-05-30_0649:instance:28
2023-05-30_0649:semantic:T030:A016:C00051	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:29	2023-05-30_0649:instance:29
2023-05-30_0649:semantic:T030:A016:C00052	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:25	2023-05-30_0649:instance:25
2023-05-30_0649:semantic:T030:A016:C00053	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:26	2023-05-30_0649:instance:26
2023-05-30_0649:semantic:T030:A016:C00054	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:32	2023-05-30_0649:instance:32
2023-05-30_0649:semantic:T030:A016:C00055	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00056	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:3	2023-05-30_0649:instance:3
2023-05-30_0649:semantic:T030:A016:C00057	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:5	2023-05-30_0649:instance:5
2023-05-30_0649:semantic:T030:A016:C00058	2023-05-30_0649	0	ambiguous_or_background	0	1	0	0	1		2023-05-30_0649:instance:7
2023-05-30_0649:semantic:T030:A016:C00059	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:6	2023-05-30_0649:instance:6
2023-05-30_0649:semantic:T030:A016:C00060	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:34	2023-05-30_0649:instance:34
2023-05-30_0649:semantic:T030:A016:C00062	2023-05-30_0649	0	weed	2	2	1	0	0	2023-05-30_0649:instance:10;2023-05-30_0649:instance:9	2023-05-30_0649:instance:10;2023-05-30_0649:instance:9
2023-05-30_0649:semantic:T030:A016:C00063	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:82	2023-05-30_0649:instance:82
2023-05-30_0649:semantic:T030:A016:C00064	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:4	2023-05-30_0649:instance:4
2023-05-30_0649:semantic:T030:A016:C00067	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:11	2023-05-30_0649:instance:11
2023-05-30_0649:semantic:T030:A016:C00068	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:84	2023-05-30_0649:instance:84
2023-05-30_0649:semantic:T030:A016:C00069	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:33	2023-05-30_0649:instance:33
2023-05-30_0649:semantic:T030:A016:C00070	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:35	2023-05-30_0649:instance:35
2023-05-30_0649:semantic:T030:A016:C00071	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:12	2023-05-30_0649:instance:12
2023-05-30_0649:semantic:T030:A016:C00072	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:8	2023-05-30_0649:instance:8
2023-05-30_0649:semantic:T030:A016:C00073	2023-05-30_0649	1	weed	2	2	1	0	0	2023-05-30_0649:instance:92;2023-05-30_0649:instance:93	2023-05-30_0649:instance:92;2023-05-30_0649:instance:93
2023-05-30_0649:semantic:T030:A016:C00074	2023-05-30_0649	0	weed	2	2	1	0	0	2023-05-30_0649:instance:88;2023-05-30_0649:instance:89	2023-05-30_0649:instance:88;2023-05-30_0649:instance:89
2023-05-30_0649:semantic:T030:A016:C00075	2023-05-30_0649	0	weed	1	2	0	0	1	2023-05-30_0649:instance:95	2023-05-30_0649:instance:36;2023-05-30_0649:instance:95
2023-05-30_0649:semantic:T030:A016:C00076	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:86	2023-05-30_0649:instance:86
2023-05-30_0649:semantic:T030:A016:C00077	2023-05-30_0649	1	weed	3	3	1	0	0	2023-05-30_0649:instance:22;2023-05-30_0649:instance:23;2023-05-30_0649:instance:24	2023-05-30_0649:instance:22;2023-05-30_0649:instance:23;2023-05-30_0649:instance:24
2023-05-30_0649:semantic:T030:A016:C00078	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:85	2023-05-30_0649:instance:85
2023-05-30_0649:semantic:T030:A016:C00080	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:13	2023-05-30_0649:instance:13
2023-05-30_0649:semantic:T030:A016:C00081	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:87	2023-05-30_0649:instance:87
2023-05-30_0649:semantic:T030:A016:C00082	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:96	2023-05-30_0649:instance:96
2023-05-30_0649:semantic:T030:A016:C00083	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:37	2023-05-30_0649:instance:37
2023-05-30_0649:semantic:T030:A016:C00084	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:19	2023-05-30_0649:instance:19
2023-05-30_0649:semantic:T030:A016:C00085	2023-05-30_0649	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0649:semantic:T030:A016:C00086	2023-05-30_0649	0	weed	2	2	1	0	0	2023-05-30_0649:instance:15;2023-05-30_0649:instance:16	2023-05-30_0649:instance:15;2023-05-30_0649:instance:16
2023-05-30_0649:semantic:T030:A016:C00087	2023-05-30_0649	1	weed	1	1	1	0	0	2023-05-30_0649:instance:14	2023-05-30_0649:instance:14
2023-05-30_0649:semantic:T030:A016:C00088	2023-05-30_0649	0	weed	1	1	1	0	0	2023-05-30_0649:instance:94	2023-05-30_0649:instance:94
2023-05-30_0649:semantic:T030:A016:C00089	2023-05-30_0649	0	weed	2	2	1	0	0	2023-05-30_0649:instance:90;2023-05-30_0649:instance:91	2023-05-30_0649:instance:90;2023-05-30_0649:instance:91
2023-05-30_0652:semantic:T030:A016:C00001	2023-05-30_0652	0	weed	3	3	1	0	0	2023-05-30_0652:instance:38;2023-05-30_0652:instance:39;2023-05-30_0652:instance:40	2023-05-30_0652:instance:38;2023-05-30_0652:instance:39;2023-05-30_0652:instance:40
2023-05-30_0652:semantic:T030:A016:C00002	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:41	2023-05-30_0652:instance:41
2023-05-30_0652:semantic:T030:A016:C00003	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:37	2023-05-30_0652:instance:37
2023-05-30_0652:semantic:T030:A016:C00004	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:34	2023-05-30_0652:instance:34
2023-05-30_0652:semantic:T030:A016:C00005	2023-05-30_0652	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00006	2023-05-30_0652	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00007	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:33	2023-05-30_0652:instance:33
2023-05-30_0652:semantic:T030:A016:C00008	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:32	2023-05-30_0652:instance:32
2023-05-30_0652:semantic:T030:A016:C00009	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:42	2023-05-30_0652:instance:42
2023-05-30_0652:semantic:T030:A016:C00010	2023-05-30_0652	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00011	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:22	2023-05-30_0652:instance:22
2023-05-30_0652:semantic:T030:A016:C00012	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:21	2023-05-30_0652:instance:21
2023-05-30_0652:semantic:T030:A016:C00013	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:23	2023-05-30_0652:instance:23
2023-05-30_0652:semantic:T030:A016:C00014	2023-05-30_0652	1	weed	2	2	1	0	0	2023-05-30_0652:instance:18;2023-05-30_0652:instance:19	2023-05-30_0652:instance:18;2023-05-30_0652:instance:19
2023-05-30_0652:semantic:T030:A016:C00015	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:25	2023-05-30_0652:instance:25
2023-05-30_0652:semantic:T030:A016:C00016	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:20	2023-05-30_0652:instance:20
2023-05-30_0652:semantic:T030:A016:C00017	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:43	2023-05-30_0652:instance:43
2023-05-30_0652:semantic:T030:A016:C00018	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:24	2023-05-30_0652:instance:24
2023-05-30_0652:semantic:T030:A016:C00019	2023-05-30_0652	0	weed	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00020	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:8	2023-05-30_0652:instance:8
2023-05-30_0652:semantic:T030:A016:C00021	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:9	2023-05-30_0652:instance:9
2023-05-30_0652:semantic:T030:A016:C00022	2023-05-30_0652	0	ambiguous_or_background	0	1	0	0	1		2023-05-30_0652:instance:29
2023-05-30_0652:semantic:T030:A016:C00023	2023-05-30_0652	0	crop	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00024	2023-05-30_0652	0	crop	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00025	2023-05-30_0652	0	crop	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00026	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:5	2023-05-30_0652:instance:5
2023-05-30_0652:semantic:T030:A016:C00027	2023-05-30_0652	0	crop	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00028	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:4	2023-05-30_0652:instance:4
2023-05-30_0652:semantic:T030:A016:C00029	2023-05-30_0652	0	crop	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00030	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:10	2023-05-30_0652:instance:10
2023-05-30_0652:semantic:T030:A016:C00031	2023-05-30_0652	0	crop	0	1	0	0	1		2023-05-30_0652:instance:15
2023-05-30_0652:semantic:T030:A016:C00032	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:14	2023-05-30_0652:instance:14
2023-05-30_0652:semantic:T030:A016:C00033	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:3	2023-05-30_0652:instance:3
2023-05-30_0652:semantic:T030:A016:C00034	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:2	2023-05-30_0652:instance:2
2023-05-30_0652:semantic:T030:A016:C00035	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:11	2023-05-30_0652:instance:11
2023-05-30_0652:semantic:T030:A016:C00037	2023-05-30_0652	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00038	2023-05-30_0652	0	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00039	2023-05-30_0652	1	ambiguous_or_background	0	0	1	0	0		
2023-05-30_0652:semantic:T030:A016:C00040	2023-05-30_0652	0	weed	1	1	1	0	0	2023-05-30_0652:instance:57	2023-05-30_0652:instance:57
2023-05-30_0652:semantic:T030:A016:C00041	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:7	2023-05-30_0652:instance:7
2023-05-30_0652:semantic:T030:A016:C00042	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:44	2023-05-30_0652:instance:44
2023-05-30_0652:semantic:T030:A016:C00043	2023-05-30_0652	1	weed	1	1	1	0	0	2023-05-30_0652:instance:46	2023-05-30_0652:instance:46
